State,Year,Quarter,District,RegisteredUser,AppOpens,RegisteredUser_log
Uttarakhand,2020,2,haridwar district,448939,7034053,13.014642300033906
Uttarakhand,2020,2,almora district,64523,1046539,11.07477702836835
Uttarakhand,2020,2,pithoragarh district,53375,800362,10.885097750530926
Uttarakhand,2020,2,rudraprayag district,26968,444634,10.202406256913896
Uttarakhand,2020,2,pauri garhwal district,101276,1372488,11.525604742127301
Uttarakhand,2020,2,bageshwar district,25163,374922,10.133129940590168
Uttarakhand,2020,2,champawat district,29540,455707,10.293500556085371
Uttarakhand,2020,2,nainital district,206076,2619859,12.236000311771862
Uttarakhand,2020,2,dehradun district,649026,9008962,13.383228056517064
Uttarakhand,2020,2,chamoli district,46467,720942,10.746497662215868
Uttarakhand,2020,2,uttarkashi district,37671,652111,10.536645846657073
Uttarakhand,2020,2,tehri garhwal district,75996,1184694,11.238435986304431
Uttarakhand,2020,3,udham singh nagar district,418390,6671041,12.944169290873614
Uttarakhand,2020,3,haridwar district,491252,8936480,13.10471251340414
Uttarakhand,2020,3,almora district,72829,1336245,11.195869506512176
Uttarakhand,2020,3,pithoragarh district,60279,1010673,11.006739063352663
Uttarakhand,2020,3,rudraprayag district,30389,547787,10.3218359798084
Uttarakhand,2020,3,pauri garhwal district,112287,1825649,11.628813372672155
Uttarakhand,2020,3,bageshwar district,28329,461430,10.25164129393118
Uttarakhand,2020,3,champawat district,33279,555158,10.41268184640677
Uttarakhand,2020,3,nainital district,227497,3413516,12.334892330473009
Uttarakhand,2020,3,dehradun district,711303,12440947,13.474853778342405
Uttarakhand,2020,3,chamoli district,52184,906265,10.862531213475933
Uttarakhand,2020,3,uttarkashi district,42144,749397,10.648847604543008
Uttarakhand,2020,3,tehri garhwal district,85276,1522760,11.353648333984433
Uttarakhand,2020,4,udham singh nagar district,456356,8491091,13.031028485661812
Uttarakhand,2020,4,haridwar district,537058,11230717,13.193861375107407
Uttarakhand,2020,4,almora district,81020,1556788,11.302451316756681
Uttarakhand,2020,4,pithoragarh district,67024,1215000,11.112806043186817
Uttarakhand,2020,4,rudraprayag district,33576,700549,10.421566805013427
Uttarakhand,2020,4,pauri garhwal district,123892,2298463,11.727165497332457
Uttarakhand,2020,4,bageshwar district,31803,578048,10.367315903941208
Uttarakhand,2020,4,champawat district,36726,646822,10.511240230079125
Uttarakhand,2020,4,nainital district,249856,4658284,12.428640030892655
Uttarakhand,2020,4,dehradun district,779564,17251110,13.566490068022391
Uttarakhand,2020,4,chamoli district,58039,1139012,10.968870477352796
Uttarakhand,2020,4,uttarkashi district,46810,895893,10.753852134294116
Uttarakhand,2020,4,tehri garhwal district,94520,1903111,11.456566731300844
Uttarakhand,2021,1,udham singh nagar district,492646,9428732,13.107546142363146
Uttarakhand,2021,1,haridwar district,580532,13357801,13.271700203493097
Uttarakhand,2021,1,almora district,87354,1315830,11.37772410730138
Uttarakhand,2021,1,pithoragarh district,72579,1110149,11.192430902771898
Uttarakhand,2021,1,rudraprayag district,36234,579475,10.497753183535956
Uttarakhand,2021,1,pauri garhwal district,133484,2364521,11.801736899452568
Uttarakhand,2021,1,bageshwar district,34317,507210,10.443396137193783
Uttarakhand,2021,1,champawat district,39747,598839,10.590289645536233
Uttarakhand,2021,1,nainital district,269308,5003855,12.503610985005318
Uttarakhand,2021,1,dehradun district,840361,21152787,13.641586840403061
Uttarakhand,2021,1,chamoli district,62779,1060621,11.047375901629389
Uttarakhand,2021,1,uttarkashi district,50696,877255,10.833602291003352
Uttarakhand,2021,1,tehri garhwal district,102085,1925185,11.5335610785703
Uttarakhand,2021,2,udham singh nagar district,528392,8809699,13.177593711470276
Uttarakhand,2021,2,haridwar district,622292,11391535,13.341164714938762
Uttarakhand,2021,2,almora district,94196,6054321,11.453132996817871
Uttarakhand,2021,2,pithoragarh district,78079,3600450,11.26547641362791
Uttarakhand,2021,2,rudraprayag district,39076,1847004,10.573263746772833
Uttarakhand,2021,2,pauri garhwal district,143460,7332076,11.873811529680426
Uttarakhand,2021,2,bageshwar district,36947,2273384,10.517239732281821
Uttarakhand,2021,2,champawat district,42748,2436509,10.663077689644787
Uttarakhand,2021,2,nainital district,288162,6729824,12.57127810097426
Uttarakhand,2021,2,dehradun district,898504,15857272,13.70848643706006
Uttarakhand,2021,2,chamoli district,67712,3678939,11.123018695777917
Uttarakhand,2021,2,uttarkashi district,54582,2940062,10.907459437050116
Uttarakhand,2021,2,tehri garhwal district,109890,5428961,11.60723514444097
Uttarakhand,2021,3,udham singh nagar district,568881,11164838,13.25142655239582
Uttarakhand,2021,3,haridwar district,669249,14435498,13.413911467171546
Uttarakhand,2021,3,almora district,102118,5454284,11.533884286361442
Uttarakhand,2021,3,pithoragarh district,84476,3786013,11.344222749334264
Uttarakhand,2021,3,rudraprayag district,42317,1937591,10.652944175550665
Uttarakhand,2021,3,pauri garhwal district,155054,7889492,11.951528722325465
Uttarakhand,2021,3,bageshwar district,40083,2160085,10.598707583257005
Uttarakhand,2021,3,champawat district,46279,2383548,10.742443573468288
Uttarakhand,2021,3,nainital district,309820,8514293,12.643746762660355
Uttarakhand,2021,3,dehradun district,963594,20465729,13.778425323053405
Uttarakhand,2021,3,chamoli district,73432,4144214,11.204115086898927
Uttarakhand,2021,3,uttarkashi district,59174,3114485,10.98823753521109
Uttarakhand,2021,3,tehri garhwal district,119032,5436460,11.687147643507533
Uttarakhand,2021,4,udham singh nagar district,609138,19017549,13.31980012200713
Uttarakhand,2021,4,haridwar district,716044,24859412,13.48149689656862
Uttarakhand,2021,4,almora district,109803,2758732,11.606443130088689
Uttarakhand,2021,4,pithoragarh district,90791,2356602,11.416315440734046
Uttarakhand,2021,4,rudraprayag district,45433,1457596,10.723993992232447
Uttarakhand,2021,4,pauri garhwal district,166482,4803777,12.022642474450425
Uttarakhand,2021,4,bageshwar district,43111,1060682,10.671533463946282
Uttarakhand,2021,4,champawat district,49852,1314376,10.816813894946268
Uttarakhand,2021,4,nainital district,330999,9395358,12.7098706332066
Uttarakhand,2021,4,dehradun district,1028085,36320772,13.84320840640395
Uttarakhand,2021,4,chamoli district,78848,2262358,11.275277227453136
Uttarakhand,2021,4,uttarkashi district,63536,1756540,11.059361953371033
Uttarakhand,2021,4,tehri garhwal district,127893,3564600,11.758949255811165
Uttarakhand,2022,1,udham singh nagar district,647495,9927344,13.380866350518293
Uttarakhand,2022,1,haridwar district,760173,11480579,13.541301317937325
Uttarakhand,2022,1,almora district,117262,9511833,11.67216602648737
Uttarakhand,2022,1,pithoragarh district,96837,8077163,11.480784431637813
Uttarakhand,2022,1,rudraprayag district,48532,4083418,10.789978653171763
Uttarakhand,2022,1,pauri garhwal district,177248,14052401,12.08530516083283
Uttarakhand,2022,1,bageshwar district,45938,4803646,10.7350479402497
Uttarakhand,2022,1,champawat district,53166,4736664,10.881174373275357
Uttarakhand,2022,1,nainital district,351226,10583932,12.769185169893534
Uttarakhand,2022,1,dehradun district,1088710,14847429,13.90050406709392
Uttarakhand,2022,1,chamoli district,84165,7610104,11.340534436853183
Uttarakhand,2022,1,uttarkashi district,67713,6453267,11.123033464099866
Uttarakhand,2022,1,tehri garhwal district,136364,9056602,11.82308305993718
Uttarakhand,2022,2,udham singh nagar district,683908,10878935,13.43557868463438
Uttarakhand,2022,2,haridwar district,802321,14364808,13.595264056146796
Uttarakhand,2022,2,almora district,123856,13515133,11.726874879444495
Uttarakhand,2022,2,pithoragarh district,102347,11981429,11.536124279472752
Uttarakhand,2022,2,rudraprayag district,51404,8217503,10.847471269427032
Uttarakhand,2022,2,pauri garhwal district,187078,18536724,12.139280921169036
Uttarakhand,2022,2,bageshwar district,48546,6282507,10.790267081035894
Uttarakhand,2022,2,champawat district,56221,7883171,10.93704563156665
Uttarakhand,2022,2,nainital district,370360,13596899,12.822230784561983
Uttarakhand,2022,2,dehradun district,1146386,16173449,13.952124943279172
Uttarakhand,2022,2,chamoli district,88939,12278609,11.39570602046651
Uttarakhand,2022,2,uttarkashi district,71641,10153252,11.179422814759526
Uttarakhand,2022,2,tehri garhwal district,144049,12603266,11.877908798454563
Uttarakhand,2022,3,udham singh nagar district,722008,11034214,13.489791498145987
Uttarakhand,2022,3,haridwar district,846066,13296725,13.648352649729809
Uttarakhand,2022,3,almora district,129898,13737811,11.77450480608135
Uttarakhand,2022,3,pithoragarh district,107498,11128867,11.585227521725622
Uttarakhand,2022,3,rudraprayag district,54045,9532300,10.897572311850304
Uttarakhand,2022,3,pauri garhwal district,196481,17689225,12.18832101350451
Uttarakhand,2022,3,bageshwar district,50935,5439174,10.838305589024166
Uttarakhand,2022,3,champawat district,59167,6956304,10.988119233016445
Uttarakhand,2022,3,nainital district,389791,13701523,12.87336597702558
Uttarakhand,2022,3,dehradun district,1205785,14982533,14.002641365086124
Uttarakhand,2022,3,chamoli district,93488,12542308,11.445588364794219
Uttarakhand,2022,3,uttarkashi district,75369,10508319,11.230151328871031
Uttarakhand,2022,3,tehri garhwal district,151445,12254547,11.927977801714299
Uttarakhand,2022,4,udham singh nagar district,757652,28964603,13.53797945630213
Uttarakhand,2022,4,haridwar district,887967,36677900,13.696689859121614
Uttarakhand,2022,4,almora district,134730,4394432,11.811028054749894
Uttarakhand,2022,4,pithoragarh district,111983,4001763,11.626102353042329
Uttarakhand,2022,4,rudraprayag district,56195,2453365,10.936583063952368
Uttarakhand,2022,4,pauri garhwal district,204585,6799314,12.228738816029086
Uttarakhand,2022,4,bageshwar district,52992,1677425,10.877896237744931
Uttarakhand,2022,4,champawat district,61714,2268699,11.030266088530588
Uttarakhand,2022,4,nainital district,407806,13801569,12.91854685010891
Uttarakhand,2022,4,dehradun district,1262999,47580766,14.048999609566676
Uttarakhand,2022,4,chamoli district,97308,4043138,11.485636484732558
Uttarakhand,2022,4,uttarkashi district,78484,2847190,11.270650061339992
Uttarakhand,2022,4,tehri garhwal district,157634,5175383,11.968031169178852
West Bengal,2018,1,south twenty four parganas district,142473,0,11.866907787054226
West Bengal,2018,1,purba bardhaman district,119528,0,11.69130593253092
West Bengal,2018,1,uttar dinajpur district,50400,0,10.82774645405946
West Bengal,2018,1,kalimpong district,3090,0,8.035926369891792
West Bengal,2018,1,murshidabad district,187824,0,12.143260633118304
West Bengal,2018,1,paschim medinipur district,127203,0,11.7535395145157
West Bengal,2018,1,dakshin dinajpur district,36948,0,10.5172667977125
West Bengal,2018,1,jalpaiguri district,31035,0,10.342870878847753
West Bengal,2018,1,purulia district,73427,0,11.204046994374778
West Bengal,2018,1,north twenty four parganas district,396980,0,12.891641180566568
West Bengal,2018,1,bankura district,110008,0,11.608308369402781
West Bengal,2018,1,jhargram district,18243,0,9.811536723788219
West Bengal,2018,1,howrah district,136589,0,11.824731695789962
West Bengal,2018,1,hooghly district,148033,0,11.905190500864446
West Bengal,2018,1,kolkata district,306503,0,12.632982822238723
West Bengal,2018,1,koch bihar district,41690,0,10.638016570874843
West Bengal,2018,1,alipurduar district,22238,0,10.009557816263195
West Bengal,2018,1,paschim bardhaman district,139310,0,11.844456944700271
West Bengal,2018,1,nadia district,136396,0,11.823317698448301
West Bengal,2018,1,birbhum district,94598,0,11.457391613167433
West Bengal,2018,1,purba medinipur district,131380,0,11.785849166446464
West Bengal,2018,1,maldah district,99061,0,11.50349110098326
West Bengal,2018,1,darjiling district,51832,0,10.855762998129793
West Bengal,2018,2,south twenty four parganas district,214056,0,12.273992942014154
West Bengal,2018,2,purba bardhaman district,181944,0,12.11145422640425
West Bengal,2018,2,uttar dinajpur district,75017,0,11.225470033500107
West Bengal,2018,2,kalimpong district,4536,0,8.419800845407588
West Bengal,2018,2,murshidabad district,276931,0,12.531523656666623
West Bengal,2018,2,paschim medinipur district,185542,0,12.131036550495937
West Bengal,2018,2,dakshin dinajpur district,56953,0,10.949981645275436
West Bengal,2018,2,jalpaiguri district,45702,0,10.729897339600843
West Bengal,2018,2,purulia district,106372,0,11.57469766336283
West Bengal,2018,2,north twenty four parganas district,572438,0,13.257659711602763
West Bengal,2018,2,bankura district,166700,0,12.023951068738885
West Bengal,2018,2,jhargram district,27960,0,10.238530196347746
West Bengal,2018,2,howrah district,198699,0,12.199546395814611
West Bengal,2018,2,hooghly district,221090,0,12.306325137419265
West Bengal,2018,2,kolkata district,431481,0,12.974978756091204
West Bengal,2018,2,koch bihar district,62711,0,11.046292149829952
West Bengal,2018,2,alipurduar district,32196,0,10.379597500213624
West Bengal,2018,2,paschim bardhaman district,203750,0,12.224649031103109
West Bengal,2018,2,nadia district,209683,0,12.253352145411151
West Bengal,2018,2,birbhum district,145905,0,11.890711003971651
West Bengal,2018,2,purba medinipur district,195830,0,12.185002214910883
West Bengal,2018,2,maldah district,144144,0,11.878568078891222
West Bengal,2018,2,darjiling district,74155,0,11.213912776176063
West Bengal,2018,3,south twenty four parganas district,284988,0,12.560202353101179
West Bengal,2018,3,purba bardhaman district,230690,0,12.34883009688513
West Bengal,2018,3,uttar dinajpur district,93951,0,11.450528648744518
West Bengal,2018,3,kalimpong district,6258,0,8.741615924228828
West Bengal,2018,3,murshidabad district,335935,0,12.724672967850063
West Bengal,2018,3,paschim medinipur district,238405,0,12.38172618710776
West Bengal,2018,3,dakshin dinajpur district,71362,0,11.175520793766974
West Bengal,2018,3,jalpaiguri district,60422,0,11.009108556014796
West Bengal,2018,3,purulia district,131658,0,11.787962930263925
West Bengal,2018,3,north twenty four parganas district,722572,0,13.490572347982836
West Bengal,2018,3,bankura district,207830,0,12.244475716813119
West Bengal,2018,3,jhargram district,35579,0,10.479510855147508
West Bengal,2018,3,howrah district,255445,0,12.450762401265369
West Bengal,2018,3,hooghly district,280640,0,12.544827988165956
West Bengal,2018,3,kolkata district,548600,0,13.21512485748564
West Bengal,2018,3,koch bihar district,83390,0,11.33128367708103
West Bengal,2018,3,alipurduar district,42522,0,10.657776868038312
West Bengal,2018,3,paschim bardhaman district,251021,0,12.433291879952817
West Bengal,2018,3,nadia district,262694,0,12.47874513567165
West Bengal,2018,3,birbhum district,182144,0,12.11255286200947
West Bengal,2018,3,purba medinipur district,252759,0,12.440191744557362
West Bengal,2018,3,maldah district,177439,0,12.086382166860469
West Bengal,2018,3,darjiling district,95436,0,11.466211144745136
West Bengal,2018,4,south twenty four parganas district,398349,0,12.895083784450145
West Bengal,2018,4,purba bardhaman district,290805,0,12.580408218441418
West Bengal,2018,4,uttar dinajpur district,121918,0,11.711103966586448
West Bengal,2018,4,kalimpong district,8428,0,9.03931477492408
West Bengal,2018,4,murshidabad district,417114,0,12.941114844714045
West Bengal,2018,4,paschim medinipur district,304068,0,12.625006639585303
West Bengal,2018,4,dakshin dinajpur district,100721,0,11.520109597183636
West Bengal,2018,4,jalpaiguri district,78152,0,11.266410927332778
West Bengal,2018,4,purulia district,164599,0,12.011267491872507
West Bengal,2018,4,north twenty four parganas district,946634,0,13.760667813831644
West Bengal,2018,4,bankura district,249721,0,12.428099573652686
West Bengal,2018,4,jhargram district,45172,0,10.718232704843562
West Bengal,2018,4,howrah district,339192,0,12.734321597716097
West Bengal,2018,4,hooghly district,400360,0,12.900119421332954
West Bengal,2018,4,kolkata district,721653,0,13.489299692926956
West Bengal,2018,4,koch bihar district,110801,0,11.61549107852535
West Bengal,2018,4,alipurduar district,54157,0,10.899642514619202
West Bengal,2018,4,paschim bardhaman district,302594,0,12.62014725198383
West Bengal,2018,4,nadia district,325690,0,12.693701287691962
West Bengal,2018,4,birbhum district,228310,0,12.3384596335735
West Bengal,2018,4,purba medinipur district,323889,0,12.688156143483624
West Bengal,2018,4,maldah district,225768,0,12.327263202319896
West Bengal,2018,4,darjiling district,121183,0,11.70505707875303
West Bengal,2019,1,south twenty four parganas district,487180,0,13.096388943632093
West Bengal,2019,1,purba bardhaman district,340321,0,12.737644568840654
West Bengal,2019,1,uttar dinajpur district,144521,0,11.88118010469515
West Bengal,2019,1,kalimpong district,10477,0,9.256937657352966
West Bengal,2019,1,murshidabad district,478812,0,13.079063315008534
