State,Year,Quarter,District,RegisteredUser,AppOpens,RegisteredUser_log
Bihar,2020,1,banka district,108516,1666938,11.59465290652848
Bihar,2020,1,purbi champaran district,431458,9507066,12.974925449889941
Bihar,2020,1,sheohar district,37408,726329,10.529639864271795
Bihar,2020,1,bhojpur district,230828,4028259,12.349428123415462
Bihar,2020,2,madhepura district,154765,3831550,11.9496631163825
Bihar,2020,2,purnia district,281699,5929070,12.548594403982408
Bihar,2020,2,nalanda district,327783,6278040,12.700107083056256
Bihar,2020,2,buxar district,151145,2794902,11.925994919938327
Bihar,2020,2,darbhanga district,379555,8051713,12.846754792853073
Bihar,2020,2,nawada district,185012,4166523,12.128175966821692
Bihar,2020,2,jamui district,142370,3433879,11.866184581607792
Bihar,2020,2,sheikhpura district,53713,987117,10.89141033686003
Bihar,2020,2,siwan district,326411,6904372,12.695912602484617
Bihar,2020,2,muzaffarpur district,558435,11414361,13.232893507549143
Bihar,2020,2,patna district,1506233,21185780,14.225122389850357
Bihar,2020,2,jehanabad district,104106,2249434,11.553164889829727
Bihar,2020,2,rohtas district,312733,6510089,12.653105070337
Bihar,2020,2,begusarai district,283465,4933240,12.554843937738404
Bihar,2020,2,supaul district,175307,4226761,12.074294001658004
Bihar,2020,2,sitamarhi district,258640,5639909,12.463192412399314
Bihar,2020,2,saran district,381281,8223024,12.851291915073569
Bihar,2020,2,arwal district,58314,1394175,10.973597480731526
Bihar,2020,2,vaishali district,352264,7673393,12.77213617347078
Bihar,2020,2,pashchim champaran district,390547,10431882,12.875303599534098
Bihar,2020,2,gopalganj district,256062,5444977,12.453174881639042
Bihar,2020,2,lakhisarai district,90861,1839333,11.41708614519604
Bihar,2020,2,aurangabad district,231576,5521863,12.35266339236833
Bihar,2020,2,kaimur bhabua district,127488,2737826,11.755777521504216
Bihar,2020,2,araria district,200228,4594095,12.2072119962236
Bihar,2020,2,munger district,147614,2563453,11.902356037598953
Bihar,2020,2,katihar district,246198,5808659,12.413891369222647
Bihar,2020,2,khagaria district,133468,2965625,11.801617027715183
Bihar,2020,2,saharsa district,169301,3955142,12.039433474778324
Bihar,2020,2,bhagalpur district,352316,5885125,12.772283779136835
Bihar,2020,2,madhubani district,379217,9347264,12.845863879581744
Bihar,2020,2,kishanganj district,118814,2695292,11.685314524085337
Bihar,2020,2,gaya district,447895,9377480,13.01231410892701
Bihar,2020,2,samastipur district,381913,7978388,12.852948112958941
Bihar,2020,2,banka district,128702,2622435,11.765254933479014
Bihar,2020,2,purbi champaran district,505364,12929613,13.133034240690854
Bihar,2020,2,sheohar district,43417,1041641,10.678606348461217
Bihar,2020,2,bhojpur district,259555,4867610,12.466723905180785
Bihar,2020,3,madhepura district,174888,4332368,12.071901048018228
Bihar,2020,3,purnia district,316746,7186535,12.665855469847926
Bihar,2020,3,nalanda district,361391,7732751,12.797715753675776
Bihar,2020,3,buxar district,167059,3285441,12.026102322418643
Bihar,2020,3,darbhanga district,424611,10414880,12.95892873465147
Bihar,2020,3,nawada district,206562,4721198,12.238355888450327
Bihar,2020,3,jamui district,158308,3814872,11.972297781547303
Bihar,2020,3,sheikhpura district,60415,1213708,11.008992697461409
Bihar,2020,3,siwan district,367414,8688138,12.81424455664413
Bihar,2020,3,muzaffarpur district,617383,14800377,13.333244855847653
Bihar,2020,3,patna district,1625305,29504381,14.301206048441669
Bihar,2020,3,jehanabad district,115993,2663168,11.661285123440093
Bihar,2020,3,rohtas district,343921,7658066,12.748167258818878
Bihar,2020,3,begusarai district,313772,6181347,12.656421886491785
Bihar,2020,3,supaul district,196807,4727298,12.189978832073416
Bihar,2020,3,sitamarhi district,289710,6789210,12.576635701629073
Bihar,2020,3,saran district,424821,10052024,12.959423182716243
Bihar,2020,3,arwal district,64808,1650864,11.079184331510326
Bihar,2020,3,vaishali district,391002,9651945,12.876467954043935
Bihar,2020,3,pashchim champaran district,435319,11415211,12.98383437464665
Bihar,2020,3,gopalganj district,287552,6623470,12.569158992429832
Bihar,2020,3,lakhisarai district,100204,2261382,11.514963386995793
Bihar,2020,3,aurangabad district,256224,6482515,12.45380734087236
Bihar,2020,3,kaimur bhabua district,141417,3032445,11.859468251526351
Bihar,2020,3,araria district,228565,5183545,12.339575912759182
Bihar,2020,3,munger district,161775,3168349,11.993961759925467
Bihar,2020,3,katihar district,275202,6775572,12.525260652456778
Bihar,2020,3,khagaria district,149059,3536206,11.91209747970528
Bihar,2020,3,saharsa district,189601,4790580,12.152677143050752
Bihar,2020,3,bhagalpur district,390116,7283987,12.874199409777978
Bihar,2020,3,madhubani district,425154,11641778,12.960206735213758
Bihar,2020,3,kishanganj district,134304,3023513,11.807861166133318
Bihar,2020,3,gaya district,493207,11314373,13.108684243196748
Bihar,2020,3,samastipur district,424696,9730058,12.959128897844012
Bihar,2020,3,banka district,144279,2875136,11.879504204025894
Bihar,2020,3,purbi champaran district,570592,15404931,13.254429697333773
Bihar,2020,3,sheohar district,48874,1241754,10.797000836720295
Bihar,2020,3,bhojpur district,286157,5799268,12.564295890232433
Bihar,2020,4,madhepura district,193410,4831123,12.172567566972775
Bihar,2020,4,purnia district,349571,8504022,12.764461967377734
Bihar,2020,4,nalanda district,395006,9054158,12.886656233641311
Bihar,2020,4,buxar district,183347,3876799,12.119135811216715
Bihar,2020,4,darbhanga district,467317,12308124,13.054763107226469
Bihar,2020,4,nawada district,227399,5318433,12.334461462751525
Bihar,2020,4,jamui district,173812,4195684,12.065729534309112
Bihar,2020,4,sheikhpura district,66571,1332232,11.106024326263507
Bihar,2020,4,siwan district,408372,10923309,12.919933802687224
Bihar,2020,4,muzaffarpur district,673397,17639241,13.420090330694732
Bihar,2020,4,patna district,1752007,40115277,14.376272545904282
Bihar,2020,4,jehanabad district,126924,3102482,11.751343761116054
Bihar,2020,4,rohtas district,374596,8824562,12.83360339087852
Bihar,2020,4,begusarai district,345027,7532475,12.75137795382084
Bihar,2020,4,supaul district,216867,5215983,12.287039541394828
Bihar,2020,4,sitamarhi district,318599,7464589,12.671688537721208
Bihar,2020,4,saran district,467918,12501600,13.056048345872862
Bihar,2020,4,arwal district,71027,1828035,11.170815365424838
Bihar,2020,4,vaishali district,428039,11214166,12.966969591907949
Bihar,2020,4,pashchim champaran district,476717,12832884,13.074678302398878
Bihar,2020,4,gopalganj district,319052,8137685,12.673109377886782
Bihar,2020,4,lakhisarai district,109424,2609865,11.602985523337876
Bihar,2020,4,aurangabad district,280479,7478178,12.544254134832105
Bihar,2020,4,kaimur bhabua district,153839,3208221,11.943661879981525
Bihar,2020,4,araria district,254605,5957541,12.447468603561468
Bihar,2020,4,munger district,176482,3827248,12.080974167152036
Bihar,2020,4,katihar district,302845,7936851,12.62097640244946
Bihar,2020,4,khagaria district,164654,4281955,12.011601581466294
Bihar,2020,4,saharsa district,209020,5524808,12.250185220148495
Bihar,2020,4,bhagalpur district,428157,9023852,12.967245229730942
Bihar,2020,4,madhubani district,467849,13216505,13.055900873264562
Bihar,2020,4,kishanganj district,148938,3367157,11.911285390948345
Bihar,2020,4,gaya district,538319,13530398,13.196206600229326
Bihar,2020,4,samastipur district,466536,11579891,13.053090466710058
Bihar,2020,4,banka district,159221,3085551,11.97804845324086
Bihar,2020,4,purbi champaran district,627214,17365891,13.349043069197787
Bihar,2020,4,sheohar district,54013,1335271,10.89698003731375
Bihar,2020,4,bhojpur district,313263,6974554,12.65479837229624
Bihar,2021,1,madhepura district,210098,5733055,12.255329367511248
Bihar,2021,1,purnia district,378977,9959158,12.845230796207261
Bihar,2021,1,nalanda district,426419,9874574,12.963177709940481
Bihar,2021,1,buxar district,198162,4019635,12.196840156966568
Bihar,2021,1,darbhanga district,506381,13818215,13.135044629360985
Bihar,2021,1,nawada district,246611,5920314,12.41556747536798
Bihar,2021,1,jamui district,188350,4697229,12.146057213120187
Bihar,2021,1,sheikhpura district,72003,1414389,11.184463063796828
Bihar,2021,1,siwan district,444057,11680516,13.003708211552942
Bihar,2021,1,muzaffarpur district,728384,19666044,13.498583660641561
Bihar,2021,1,patna district,1881439,47764472,14.44754746754932
Bihar,2021,1,jehanabad district,137074,3267649,11.82827620496933
Bihar,2021,1,rohtas district,404078,9482678,12.909363207614737
Bihar,2021,1,begusarai district,373508,8444119,12.830694702334997
Bihar,2021,1,supaul district,235215,6222688,12.368255268483242
Bihar,2021,1,sitamarhi district,346031,8319923,12.754283645402158
Bihar,2021,1,saran district,507177,13238238,13.136615334073792
Bihar,2021,1,arwal district,76552,1906173,11.245725527459099
Bihar,2021,1,vaishali district,463655,12207307,13.046896020166775
Bihar,2021,1,pashchim champaran district,517219,14874230,13.156221661477314
Bihar,2021,1,gopalganj district,346929,8794900,12.756875427042312
Bihar,2021,1,lakhisarai district,118141,2781792,11.679634105359007
Bihar,2021,1,aurangabad district,303541,8312272,12.62327197096733
Bihar,2021,1,kaimur bhabua district,166313,3499932,12.0216268341041
Bihar,2021,1,araria district,276798,7141525,12.531043277266022
Bihar,2021,1,munger district,190196,4044233,12.155810398378067
Bihar,2021,1,katihar district,328252,9357558,12.701536885063465
Bihar,2021,1,khagaria district,178859,4898855,12.094353064919542
Bihar,2021,1,saharsa district,226755,6552751,12.331625418450917
Bihar,2021,1,bhagalpur district,462764,10257098,13.044972483894906
Bihar,2021,1,madhubani district,506293,14033961,13.13487083206744
Bihar,2021,1,kishanganj district,161635,4008897,11.993095985776584
Bihar,2021,1,gaya district,581376,15207460,13.27315298658512
Bihar,2021,1,samastipur district,505806,12818876,13.133908475543848
Bihar,2021,1,banka district,172220,3321178,12.056528008250156
Bihar,2021,1,purbi champaran district,681660,19530766,13.432286278792006
Bihar,2021,1,sheohar district,58746,1479515,10.980978344582127
Bihar,2021,1,bhojpur district,338614,7240433,12.732616094548215
Bihar,2021,2,madhepura district,225631,6098073,12.326656200513485
Bihar,2021,2,purnia district,407327,11452485,12.917371581643186
Bihar,2021,2,nalanda district,457143,9781814,13.032751531214593
Bihar,2021,2,buxar district,212916,4884682,12.26865300071158
Bihar,2021,2,darbhanga district,543496,13535399,13.205777625810706
Bihar,2021,2,nawada district,264993,7631616,12.487458689525134
Bihar,2021,2,jamui district,202627,7604897,12.219122129439604
Bihar,2021,2,sheikhpura district,77323,1765795,11.255746732362642
Bihar,2021,2,siwan district,476870,11554566,13.074999196037975
Bihar,2021,2,muzaffarpur district,781251,17402981,13.56865176003193
Bihar,2021,2,patna district,2010353,31047869,14.513820886506087
Bihar,2021,2,jehanabad district,147027,3636758,11.898371522364355
Bihar,2021,2,rohtas district,433856,11238005,12.980467960790637
Bihar,2021,2,begusarai district,400750,8533638,12.901093070471799
Bihar,2021,2,supaul district,252844,7689997,12.440527976742697
Bihar,2021,2,sitamarhi district,372211,9148788,12.827216176756801
Bihar,2021,2,saran district,544975,13189206,13.208495201033616
Bihar,2021,2,arwal district,82232,2240595,11.317299799692758
Bihar,2021,2,vaishali district,497933,11209569,13.11822080880311
Bihar,2021,2,pashchim champaran district,556408,17174254,13.22925711707328
Bihar,2021,2,gopalganj district,372691,9392913,12.82850493706738
Bihar,2021,2,lakhisarai district,126770,3347282,11.750129699932772
Bihar,2021,2,aurangabad district,326548,11429194,12.696332230675697
Bihar,2021,2,kaimur bhabua district,179008,5583876,12.095185776561632
Bihar,2021,2,araria district,297709,9439160,12.603871778323853
Bihar,2021,2,munger district,203824,4191352,12.225012155349567
Bihar,2021,2,katihar district,353303,10868200,12.775081324678295
Bihar,2021,2,khagaria district,192428,5916120,12.167477336770789
Bihar,2021,2,saharsa district,243572,7113137,12.403167865682745
Bihar,2021,2,bhagalpur district,496135,9593627,13.114603346092865
Bihar,2021,2,madhubani district,543493,15459649,13.205772105975639
Bihar,2021,2,kishanganj district,174209,5740581,12.06801100681912
Bihar,2021,2,gaya district,624010,17754295,13.34392167286418
Bihar,2021,2,samastipur district,543782,12581028,13.206303710228116
Bihar,2021,2,banka district,185539,6393589,12.131020381519352
Bihar,2021,2,purbi champaran district,733817,20204379,13.506014957710464
Bihar,2021,2,sheohar district,63289,1745845,11.05546681736012
Bihar,2021,2,bhojpur district,363841,7623446,12.804472238001393
Bihar,2021,3,madhepura district,244216,7179146,12.405808358577916
Bihar,2021,3,purnia district,440447,14245246,12.995545399298944
Bihar,2021,3,nalanda district,492998,10964467,13.108260396221466
Bihar,2021,3,buxar district,230171,5045192,12.346577789923153
Bihar,2021,3,darbhanga district,586251,15207842,13.2815033044981
Bihar,2021,3,nawada district,286524,8022119,12.565577581261959
Bihar,2021,3,jamui district,219468,8355425,12.298961714992576
Bihar,2021,3,sheikhpura district,83526,1880309,11.332913239616623
Bihar,2021,3,siwan district,514727,12380428,13.151391942007361
Bihar,2021,3,muzaffarpur district,842701,20014713,13.644367488421661
Bihar,2021,3,patna district,2156402,43378051,14.583951650030933
Bihar,2021,3,jehanabad district,158603,4051354,11.974159503514707
Bihar,2021,3,rohtas district,468953,12405207,13.05825782918712
Bihar,2021,3,begusarai district,432035,10042118,12.976261882462943
Bihar,2021,3,supaul district,273337,8972152,12.518460745116498
Bihar,2021,3,sitamarhi district,402641,9677557,12.905800625055344
Bihar,2021,3,saran district,588276,13924564,13.284951504507895
Bihar,2021,3,arwal district,88938,2204921,11.395694776741914
Bihar,2021,3,vaishali district,536933,12338903,13.193628598481599
Bihar,2021,3,pashchim champaran district,602251,19035099,13.308429580915757
Bihar,2021,3,gopalganj district,402719,10121489,12.905994327251241
Bihar,2021,3,lakhisarai district,136992,3739789,11.827677808944673
Bihar,2021,3,aurangabad district,353208,11946834,12.774812397512058
Bihar,2021,3,kaimur bhabua district,193984,5797640,12.175530960417476
Bihar,2021,3,araria district,322491,11108346,12.683830507851813
Bihar,2021,3,munger district,219691,4667697,12.299977292581408
Bihar,2021,3,katihar district,382183,12315161,12.853654830468882
Bihar,2021,3,khagaria district,208396,6552258,12.24719539481918
Bihar,2021,3,saharsa district,263226,8287766,12.480768257748991
Bihar,2021,3,bhagalpur district,534600,11361635,13.189274082686955
Bihar,2021,3,madhubani district,587337,16079472,13.283354039696453
Bihar,2021,3,kishanganj district,188986,6967804,12.149428217224086
Bihar,2021,3,gaya district,673356,20242649,13.420029443509016
Bihar,2021,3,samastipur district,586990,13912525,13.282763062889995
Bihar,2021,3,banka district,201221,6967924,12.212159085518614
Bihar,2021,3,purbi champaran district,794120,22500338,13.584989862311016
Bihar,2021,3,sheohar district,68582,1866229,11.135785388612968
Bihar,2021,3,bhojpur district,393291,8041010,12.88230507486288
Bihar,2021,4,madhepura district,262206,10402002,12.476885733345112
Bihar,2021,4,purnia district,472750,19907962,13.066321986520704
Bihar,2021,4,nalanda district,528281,15223943,13.177383618091513
Bihar,2021,4,buxar district,247005,7400896,12.417163858320208
Bihar,2021,4,darbhanga district,628529,25312106,13.35113744755495
Bihar,2021,4,nawada district,307666,10568023,12.636770057967295
Bihar,2021,4,jamui district,235801,9383204,12.370743507958519
Bihar,2021,4,sheikhpura district,89702,2540493,11.404248344342358
Bihar,2021,4,siwan district,552651,24348910,13.222481978200959
Bihar,2021,4,muzaffarpur district,903775,36050072,13.7143357145898
Bihar,2021,4,patna district,2303852,69546634,14.650093062623581
Bihar,2021,4,jehanabad district,170164,5595078,12.044517956885086
Bihar,2021,4,rohtas district,503828,17122315,13.129990218966432
Bihar,2021,4,begusarai district,463557,15751510,13.046684633773232
Bihar,2021,4,supaul district,293225,11472917,12.588695511389705
Bihar,2021,4,sitamarhi district,432514,15814002,12.977369974772373
Bihar,2021,4,saran district,631469,25767453,13.355804130098239
Bihar,2021,4,arwal district,95398,3126382,11.465812892856036
Bihar,2021,4,vaishali district,576156,22911298,13.264133736342634
Bihar,2021,4,pashchim champaran district,647450,28841290,13.380796849496987
Bihar,2021,4,gopalganj district,432546,18206196,12.977443958079922
Bihar,2021,4,lakhisarai district,146950,4888202,11.897847671847064
Bihar,2021,4,aurangabad district,379357,15198813,12.846232993212292
Bihar,2021,4,kaimur bhabua district,208596,6645159,12.24815464590954
Bihar,2021,4,araria district,346285,14269965,12.75501741440763
Bihar,2021,4,munger district,235246,7353987,12.368387054114972
Bihar,2021,4,katihar district,410498,18358609,12.925126335755564
Bihar,2021,4,khagaria district,224050,8252861,12.319624520214289
Bihar,2021,4,saharsa district,282456,11592957,12.551278065225608
Bihar,2021,4,bhagalpur district,573035,17844987,13.25870207585588
Bihar,2021,4,madhubani district,629986,26796754,13.353452875898576
Bihar,2021,4,kishanganj district,202863,8182123,12.220286153344743
Bihar,2021,4,gaya district,721905,27405704,13.489648830270326
Bihar,2021,4,samastipur district,630218,24109034,13.35382107025857
Bihar,2021,4,banka district,216263,6644455,12.284250538594192
Bihar,2021,4,purbi champaran district,853893,38615069,13.65756117218087
Bihar,2021,4,sheohar district,73732,3184802,11.208192176616064
Bihar,2021,4,bhojpur district,422123,12764671,12.953052019743568
Bihar,2022,1,madhepura district,280094,5631100,12.54288054009767
Bihar,2022,1,purnia district,504801,13394323,13.131919571189746
Bihar,2022,1,nalanda district,563049,6429261,13.24112193708239
Bihar,2022,1,buxar district,263663,4013615,12.482427051537451
Bihar,2022,1,darbhanga district,669850,8376582,13.414809085705132
Bihar,2022,1,nawada district,328635,7249380,12.70270299139043
Bihar,2022,1,jamui district,252094,12753539,12.437557312813452
Bihar,2022,1,sheikhpura district,95718,1962184,11.469161647529052
Bihar,2022,1,siwan district,589829,6109801,13.287587943364448
Bihar,2022,1,muzaffarpur district,962924,10684936,13.777729767624376
Bihar,2022,1,patna district,2443356,16131828,14.70888306209576
Bihar,2022,1,jehanabad district,181455,2562072,12.108762968062058
Bihar,2022,1,rohtas district,537701,10913805,13.195057922569148
Bihar,2022,1,begusarai district,493845,6652256,13.10997698175328
Bihar,2022,1,supaul district,313291,8832097,12.65488775006741
Bihar,2022,1,sitamarhi district,461979,6415453,13.043274714485332
Bihar,2022,1,saran district,673849,8000740,13.42076132918641
Bihar,2022,1,arwal district,101813,1461593,11.530893076320679
Bihar,2022,1,vaishali district,614159,5793084,13.328009131260256
Bihar,2022,1,pashchim champaran district,692182,17528649,13.447604205800197
Bihar,2022,1,gopalganj district,461794,5928935,13.042874183180622
Bihar,2022,1,lakhisarai district,156781,3371253,11.962605206086959
Bihar,2022,1,aurangabad district,405254,13452704,12.91226930999955
Bihar,2022,1,kaimur bhabua district,223072,6887444,12.315249868286125
Bihar,2022,1,araria district,370029,11889342,12.821336659927361
Bihar,2022,1,munger district,250357,3394719,12.430643178221997
Bihar,2022,1,katihar district,438584,12011467,12.991306634592362
Bihar,2022,1,khagaria district,239286,6257649,12.385414768215128
Bihar,2022,1,saharsa district,301372,6799845,12.61610066105815
Bihar,2022,1,bhagalpur district,610174,7091019,13.321499441376256
Bihar,2022,1,madhubani district,672303,11335634,13.41846441074079
Bihar,2022,1,kishanganj district,216915,8983771,12.287260850717002
Bihar,2022,1,gaya district,769265,19954254,13.553190792506687
Bihar,2022,1,samastipur district,672508,8256538,13.418769286298156
Bihar,2022,1,banka district,231228,10552229,12.351159515713903
Bihar,2022,1,purbi champaran district,912427,13051699,13.723863361238612
Bihar,2022,1,sheohar district,78832,1090835,11.275074284783745
Bihar,2022,1,bhojpur district,450190,5785964,13.017424994858004
Bihar,2022,2,madhepura district,296711,6048349,12.600513880077685
Bihar,2022,2,purnia district,534713,15748261,13.189485433339984
Bihar,2022,2,nalanda district,595960,7175402,13.297928829701275
Bihar,2022,2,buxar district,279169,4657169,12.539572612187275
Bihar,2022,2,darbhanga district,708828,8695015,13.471368180878775
Bihar,2022,2,nawada district,348128,9106459,12.76032550722081
Bihar,2022,2,jamui district,267040,15353736,12.495153738895661
Bihar,2022,2,sheikhpura district,101333,2534607,11.526167402241155
Bihar,2022,2,siwan district,625266,6287087,13.345932438176547
Bihar,2022,2,muzaffarpur district,1018560,10556362,13.833900423075866
Bihar,2022,2,patna district,2577123,15545639,14.762184218413976
Bihar,2022,2,jehanabad district,192101,3125099,12.16577655436517
Bihar,2022,2,rohtas district,569818,11734606,13.253072290578581
Bihar,2022,2,begusarai district,522522,7676043,13.166422367197859
Bihar,2022,2,supaul district,331990,9364630,12.712860126963067
Bihar,2022,2,sitamarhi district,489836,6910218,13.101825920186762
Bihar,2022,2,saran district,714109,7698357,13.478790890734633
Bihar,2022,2,arwal district,108033,1350947,11.59019201498932
Bihar,2022,2,vaishali district,650319,5971589,13.385218290714757
Bihar,2022,2,pashchim champaran district,734476,18284568,13.506912598772908
Bihar,2022,2,gopalganj district,489448,6461756,13.101033504462002
Bihar,2022,2,lakhisarai district,165876,3978621,12.018995800252357
Bihar,2022,2,aurangabad district,429493,14606052,12.970360722252678
Bihar,2022,2,kaimur bhabua district,236482,8031560,12.37362737408104
Bihar,2022,2,araria district,392076,13402058,12.879210977531796
Bihar,2022,2,munger district,264683,3322251,12.486288162503351
Bihar,2022,2,katihar district,464782,13185680,13.049323757436047
Bihar,2022,2,khagaria district,253856,7346984,12.44452245610173
Bihar,2022,2,saharsa district,319345,8124445,12.674027302064285
Bihar,2022,2,bhagalpur district,645479,8167048,13.37774795581941
Bihar,2022,2,madhubani district,711897,11801738,13.475688517008075
Bihar,2022,2,kishanganj district,229908,8860529,12.345434507883994
Bihar,2022,2,gaya district,814180,22949318,13.609936750760124
Bihar,2022,2,samastipur district,712626,9290605,13.476712017595483
Bihar,2022,2,banka district,245267,13631840,12.41010269204874
Bihar,2022,2,purbi champaran district,967838,13811656,13.78281999688134
Bihar,2022,2,sheohar district,83701,1159293,11.3350062038375
Bihar,2022,2,bhojpur district,476922,6632861,13.075108234486718
Bihar,2022,3,madhepura district,313960,5886305,12.65702086824075
Bihar,2022,3,purnia district,565515,17265639,13.245492099385464
Bihar,2022,3,nalanda district,629780,7753374,13.353125831031774
Bihar,2022,3,buxar district,295108,4551340,12.595096670017998
Bihar,2022,3,darbhanga district,749430,7569101,13.527068196566084
Bihar,2022,3,nawada district,368086,8056207,12.816071885500666
Bihar,2022,3,jamui district,282221,16122651,12.550445730940462
Bihar,2022,3,sheikhpura district,107101,2666151,11.581527593460411
Bihar,2022,3,siwan district,662330,4771874,13.403519200140549
Bihar,2022,3,muzaffarpur district,1077200,9753785,13.88987563991958
Bihar,2022,3,patna district,2716533,14287382,14.814866992884468
Bihar,2022,3,jehanabad district,203185,4506553,12.221872173064078
Bihar,2022,3,rohtas district,603031,11903038,13.309723884006468
Bihar,2022,3,begusarai district,552515,6457145,13.222235861326777
Bihar,2022,3,supaul district,351009,10366077,12.768567143144919
Bihar,2022,3,sitamarhi district,518667,5382757,13.159017337725679
Bihar,2022,3,saran district,756293,6774716,13.53618414621488
Bihar,2022,3,arwal district,114283,1140276,11.646433107312715
Bihar,2022,3,vaishali district,688248,5105824,13.441904517079818
Bihar,2022,3,pashchim champaran district,777977,17123986,13.56445223974153
Bihar,2022,3,gopalganj district,518406,4689571,13.158513998027297
Bihar,2022,3,lakhisarai district,175377,3236651,12.074693221473733
Bihar,2022,3,aurangabad district,454222,13130908,13.026341344292547
Bihar,2022,3,kaimur bhabua district,249931,8936663,12.428940158749374
Bihar,2022,3,araria district,414664,15218229,12.935223832724306
Bihar,2022,3,munger district,279807,2859668,12.541855358770484
Bihar,2022,3,katihar district,491899,13879403,13.106028689847841
Bihar,2022,3,khagaria district,268959,6906706,12.502314230610546
Bihar,2022,3,saharsa district,337915,8150025,12.730549663548995
Bihar,2022,3,bhagalpur district,682584,7649764,13.433640875390985
Bihar,2022,3,madhubani district,753153,10261898,13.532023673393294
Bihar,2022,3,kishanganj district,242898,10058569,12.40039688111528
Bihar,2022,3,gaya district,859903,21340459,13.664574871170666
Bihar,2022,3,samastipur district,754322,8237748,13.533574611530678
Bihar,2022,3,banka district,258927,16625291,12.46430144767172
Bihar,2022,3,purbi champaran district,1025772,11862222,13.840956057795614
Bihar,2022,3,sheohar district,88685,1331255,11.392846044639686
Bihar,2022,3,bhojpur district,504480,4988174,13.131283474778888
Bihar,2022,4,madhepura district,329562,13499708,12.70551977910877
Bihar,2022,4,purnia district,593232,26454795,13.293340832497627
Bihar,2022,4,nalanda district,662033,16909884,13.403070682619326
Bihar,2022,4,buxar district,309618,9814488,12.643094558542556
Bihar,2022,4,darbhanga district,787306,31930577,13.576372270126626
Bihar,2022,4,nawada district,386468,12902353,12.864804349274085
Bihar,2022,4,jamui district,295526,14333122,12.596512098421329
Bihar,2022,4,sheikhpura district,112165,3234164,11.627726280447407
Bihar,2022,4,siwan district,696350,32066312,13.453607686481238
Bihar,2022,4,muzaffarpur district,1132096,47917955,13.93958133980318
Bihar,2022,4,patna district,2854738,76878071,14.864490628034611
Bihar,2022,4,jehanabad district,213299,6789308,12.270450216215917
Bihar,2022,4,rohtas district,633339,21868732,13.358761102796953
Bihar,2022,4,begusarai district,580490,20776494,13.271627853442851
Bihar,2022,4,supaul district,368012,16629451,12.815870825315068
Bihar,2022,4,sitamarhi district,545122,21609733,13.208764901804999
Bihar,2022,4,saran district,795553,34582489,13.586792749304946
Bihar,2022,4,arwal district,120018,3801300,11.695397010515308
Bihar,2022,4,vaishali district,723338,30088669,13.491631888440624
Bihar,2022,4,pashchim champaran district,817644,36683844,13.614182313030513
Bihar,2022,4,gopalganj district,544789,24049716,13.20815384271786
Bihar,2022,4,lakhisarai district,184080,6181684,12.123125724709247
Bihar,2022,4,aurangabad district,476502,19689871,13.074227199339358
Bihar,2022,4,kaimur bhabua district,261997,10021920,12.476088332295998
Bihar,2022,4,araria district,434826,20875243,12.982701230049482
Bihar,2022,4,munger district,293955,8729881,12.591181973381264
Bihar,2022,4,katihar district,516972,26243092,13.155743993416586
Bihar,2022,4,khagaria district,282678,10119449,12.552063719641797
Bihar,2022,4,saharsa district,354933,14792840,12.779684318250988
Bihar,2022,4,bhagalpur district,717627,22401259,13.483705214436965
Bihar,2022,4,madhubani district,790218,32995768,13.58006413574327
Bihar,2022,4,kishanganj district,254250,13281628,12.446073313910807
Bihar,2022,4,gaya district,902593,33234272,13.713027010971599
Bihar,2022,4,samastipur district,793296,32459845,13.583951697048716
Bihar,2022,4,banka district,270790,10606068,12.509098891716555
Bihar,2022,4,purbi champaran district,1079466,50161341,13.891977032377996
Bihar,2022,4,sheohar district,93194,4924740,11.442438620918947
Bihar,2022,4,bhojpur district,530042,15287136,13.180711527671582
Chandigarh,2018,1,chandigarh district,86268,0,11.365214008771872
Chandigarh,2018,2,chandigarh district,115219,0,11.654589944199934
Chandigarh,2018,3,chandigarh district,143893,0,11.87682524679997
Chandigarh,2018,4,chandigarh district,177747,0,12.088116469885927
Chandigarh,2019,1,chandigarh district,209175,0,12.2509265011638
Chandigarh,2019,2,chandigarh district,240439,1220176,12.390221698102692
Chandigarh,2019,3,chandigarh district,267337,4625196,12.496265313797206
Chandigarh,2019,4,chandigarh district,289590,4960441,12.57622140851077
Chandigarh,2020,1,chandigarh district,312887,5201211,12.65359738197381
Chandigarh,2020,2,chandigarh district,336351,3451250,12.725910536542836
Chandigarh,2020,3,chandigarh district,362588,4888739,12.80102248243645
Chandigarh,2020,4,chandigarh district,391402,6477974,12.877490443793091
Chandigarh,2021,1,chandigarh district,419998,7919533,12.948005228343451
Chandigarh,2021,2,chandigarh district,448572,4733924,13.013824482713662
Chandigarh,2021,3,chandigarh district,480463,6378807,13.082505501305844
Chandigarh,2021,4,chandigarh district,512092,11603954,13.14625957537978
Chandigarh,2022,1,chandigarh district,541549,2321685,13.202188830710613
Chandigarh,2022,2,chandigarh district,569582,2285979,13.252658037456982
Chandigarh,2022,3,chandigarh district,598698,2173356,13.302512576336627
Chandigarh,2022,4,chandigarh district,627563,15308862,13.349599343354868
Chhattisgarh,2018,1,dhamtari district,15571,0,9.653165488841426
Chhattisgarh,2018,1,korba district,39075,0,10.573238155289678
Chhattisgarh,2018,1,surajpur district,12279,0,9.415645765160512
